epoch,train_loss,train_acc,val_loss,val_acc,cm_true_Actinic keratoses_pred_Actinic keratoses,cm_true_Basal cell carcinoma_pred_Actinic keratoses,cm_true_Benign keratosis-like lesions_pred_Actinic keratoses,cm_true_Dermatofibroma_pred_Actinic keratoses,cm_true_Melanocytic nevi_pred_Actinic keratoses,cm_true_Melanoma_pred_Actinic keratoses,cm_true_Squamous cell carcinoma_pred_Actinic keratoses,cm_true_Vascular lesions_pred_Actinic keratoses,cm_true_Actinic keratoses_pred_Basal cell carcinoma,cm_true_Basal cell carcinoma_pred_Basal cell carcinoma,cm_true_Benign keratosis-like lesions_pred_Basal cell carcinoma,cm_true_Dermatofibroma_pred_Basal cell carcinoma,cm_true_Melanocytic nevi_pred_Basal cell carcinoma,cm_true_Melanoma_pred_Basal cell carcinoma,cm_true_Squamous cell carcinoma_pred_Basal cell carcinoma,cm_true_Vascular lesions_pred_Basal cell carcinoma,cm_true_Actinic keratoses_pred_Benign keratosis-like lesions,cm_true_Basal cell carcinoma_pred_Benign keratosis-like lesions,cm_true_Benign keratosis-like lesions_pred_Benign keratosis-like lesions,cm_true_Dermatofibroma_pred_Benign keratosis-like lesions,cm_true_Melanocytic nevi_pred_Benign keratosis-like lesions,cm_true_Melanoma_pred_Benign keratosis-like lesions,cm_true_Squamous cell carcinoma_pred_Benign keratosis-like lesions,cm_true_Vascular lesions_pred_Benign keratosis-like lesions,cm_true_Actinic keratoses_pred_Dermatofibroma,cm_true_Basal cell carcinoma_pred_Dermatofibroma,cm_true_Benign keratosis-like lesions_pred_Dermatofibroma,cm_true_Dermatofibroma_pred_Dermatofibroma,cm_true_Melanocytic nevi_pred_Dermatofibroma,cm_true_Melanoma_pred_Dermatofibroma,cm_true_Squamous cell carcinoma_pred_Dermatofibroma,cm_true_Vascular lesions_pred_Dermatofibroma,cm_true_Actinic keratoses_pred_Melanocytic nevi,cm_true_Basal cell carcinoma_pred_Melanocytic nevi,cm_true_Benign keratosis-like lesions_pred_Melanocytic nevi,cm_true_Dermatofibroma_pred_Melanocytic nevi,cm_true_Melanocytic nevi_pred_Melanocytic nevi,cm_true_Melanoma_pred_Melanocytic nevi,cm_true_Squamous cell carcinoma_pred_Melanocytic nevi,cm_true_Vascular lesions_pred_Melanocytic nevi,cm_true_Actinic keratoses_pred_Melanoma,cm_true_Basal cell carcinoma_pred_Melanoma,cm_true_Benign keratosis-like lesions_pred_Melanoma,cm_true_Dermatofibroma_pred_Melanoma,cm_true_Melanocytic nevi_pred_Melanoma,cm_true_Melanoma_pred_Melanoma,cm_true_Squamous cell carcinoma_pred_Melanoma,cm_true_Vascular lesions_pred_Melanoma,cm_true_Actinic keratoses_pred_Squamous cell carcinoma,cm_true_Basal cell carcinoma_pred_Squamous cell carcinoma,cm_true_Benign keratosis-like lesions_pred_Squamous cell carcinoma,cm_true_Dermatofibroma_pred_Squamous cell carcinoma,cm_true_Melanocytic nevi_pred_Squamous cell carcinoma,cm_true_Melanoma_pred_Squamous cell carcinoma,cm_true_Squamous cell carcinoma_pred_Squamous cell carcinoma,cm_true_Vascular lesions_pred_Squamous cell carcinoma,cm_true_Actinic keratoses_pred_Vascular lesions,cm_true_Basal cell carcinoma_pred_Vascular lesions,cm_true_Benign keratosis-like lesions_pred_Vascular lesions,cm_true_Dermatofibroma_pred_Vascular lesions,cm_true_Melanocytic nevi_pred_Vascular lesions,cm_true_Melanoma_pred_Vascular lesions,cm_true_Squamous cell carcinoma_pred_Vascular lesions,cm_true_Vascular lesions_pred_Vascular lesions
43,1.33339008335629,0.5458493732109367,1.1799717088516826,0.5472518782127324,27,32,16,0,16,11,5,0,16,156,39,3,39,19,17,1,16,62,122,6,194,94,8,1,1,7,4,6,7,3,0,0,0,7,22,2,806,76,2,1,9,21,47,0,187,221,6,0,17,42,9,5,24,27,24,0,0,5,3,1,14,1,0,22
44,1.3061078350125783,0.5524627381304906,1.1463890390793954,0.5686041913799921,50,54,34,2,32,26,16,0,10,153,29,4,46,15,15,2,6,48,101,3,137,61,5,1,0,4,3,4,5,1,0,0,0,11,25,2,832,73,1,1,10,32,61,2,204,260,8,0,10,24,7,5,11,15,17,0,0,6,2,1,20,1,0,21
45,1.305414314849416,0.5540914026256046,1.1436579453940443,0.5733491498616053,57,83,53,4,41,45,21,0,14,145,34,4,53,21,20,1,4,19,75,2,77,43,4,0,4,19,3,6,12,5,2,0,0,17,39,3,911,96,2,1,5,21,46,1,137,223,3,0,2,12,6,2,12,6,10,0,0,16,6,1,44,13,0,23
46,1.3054859361106346,0.5521172638436482,1.1597241342609794,0.56425464610518,47,80,34,1,26,27,15,0,18,157,34,3,38,29,23,2,8,38,113,3,152,82,6,0,1,10,3,10,10,3,0,0,0,8,24,1,853,78,3,1,7,17,44,1,149,213,3,0,5,17,6,3,17,18,12,0,0,5,4,1,42,2,0,22
47,1.297311361338941,0.5539926956865068,1.199525279515508,0.5413206801107157,65,125,59,6,52,53,32,0,8,112,27,0,38,21,10,1,4,44,116,3,204,109,4,1,1,8,3,7,10,2,1,0,0,7,26,3,858,76,2,1,2,9,26,0,92,178,2,0,6,16,0,3,9,10,11,0,0,11,5,1,24,3,0,22
48,1.290212669961839,0.5542888165038002,1.1125473024146082,0.5765124555160143,50,84,31,2,29,28,18,0,15,139,38,2,43,20,17,1,9,36,96,3,99,67,3,1,0,7,1,5,4,3,1,0,1,14,40,3,920,102,4,1,6,18,41,1,128,211,4,0,5,22,9,6,16,13,15,0,0,12,6,1,48,8,0,22
49,1.2801997232691296,0.5570526107985392,1.1897127870801716,0.549624357453539,48,76,48,1,37,41,19,0,11,126,30,3,41,13,14,2,3,13,72,1,69,35,1,0,1,24,8,10,20,7,2,0,0,14,31,1,860,85,0,0,7,22,52,1,164,228,3,0,16,37,15,5,43,34,23,0,0,20,6,1,53,9,0,23
50,1.2805980327580972,0.5583851544763597,1.1363945868250738,0.5693950177935944,53,87,43,2,32,40,17,0,15,144,32,1,41,23,16,2,10,40,99,3,121,52,4,0,0,22,10,12,21,9,5,0,0,10,33,3,883,97,4,1,3,7,33,0,135,215,3,0,5,12,7,1,12,11,12,0,0,10,5,1,42,5,1,22
51,1.2614434777119472,0.5601618793801204,1.0700065041128095,0.594306049822064,35,55,26,1,17,13,13,0,12,142,37,4,42,16,14,1,5,24,82,1,65,33,3,0,3,7,1,5,5,1,2,0,1,23,38,4,924,92,4,1,15,40,69,3,198,274,7,1,15,32,7,4,20,20,19,0,0,9,2,1,16,3,0,22
52,1.2629612847925844,0.565294640213207,1.092286901586067,0.5844207196520363,30,33,22,0,10,16,14,0,26,141,31,2,29,18,16,0,12,44,104,2,107,57,7,1,2,45,12,15,43,9,3,1,1,19,37,1,917,99,1,1,7,20,47,2,145,236,7,0,7,17,5,0,11,12,13,0,1,13,4,1,25,5,1,22
53,1.261885074987403,0.563665975718093,1.1316004762445904,0.5784895215500198,42,52,32,1,19,24,14,0,22,184,39,4,55,27,20,3,7,35,106,2,155,73,3,1,1,12,3,8,8,4,1,0,0,6,26,2,864,83,4,1,5,16,47,1,154,225,6,0,9,26,7,4,16,15,14,0,0,1,2,1,16,1,0,20
54,1.2533593470906002,0.569094857368473,1.1854286817351365,0.5555555555555556,54,94,43,1,26,38,21,0,9,131,30,5,44,16,13,1,10,43,114,7,167,70,6,0,1,6,1,7,9,3,1,0,0,3,22,1,815,64,1,1,5,25,45,0,198,245,3,1,7,26,4,1,9,13,17,0,0,4,3,1,19,3,0,22
55,1.247800033027311,0.5631724410226039,1.1430590635481537,0.572162910241202,44,60,30,1,18,25,15,0,21,185,42,0,61,37,24,2,7,31,112,6,149,83,4,0,2,16,3,8,10,5,2,0,1,6,24,3,854,73,0,1,4,10,38,0,150,210,4,0,6,10,4,4,10,12,12,0,1,14,9,1,35,7,1,22
56,1.2318773228116573,0.56741683940381,1.1541409487013008,0.56069592724397,56,97,55,5,42,50,21,0,12,156,33,4,61,26,15,1,4,30,97,3,147,70,4,1,0,4,4,6,4,3,0,0,0,7,26,2,859,80,2,1,4,11,37,0,145,203,1,0,10,21,7,2,15,18,19,0,0,6,3,1,14,2,0,22
57,1.221929196837906,0.5725002467673478,1.108875705532438,0.5840253064452353,46,62,30,1,21,23,16,0,17,152,30,1,36,21,15,1,9,43,109,6,139,84,5,1,1,18,6,11,16,4,5,0,0,8,37,2,931,103,3,0,5,19,33,0,97,192,4,0,8,17,10,1,10,18,13,0,0,13,7,1,37,7,1,23
58,1.2164063472971842,0.5725989537064455,1.2122249939063172,0.5152234084618427,61,123,52,3,41,41,21,0,4,109,23,1,58,14,9,2,4,23,89,2,121,49,4,0,2,12,4,10,13,7,1,0,0,1,16,1,708,40,0,1,9,33,69,2,310,286,9,0,6,27,8,4,17,14,18,0,0,4,1,0,19,1,0,22
59,1.2205800652656935,0.5672194255256144,1.0439471060512515,0.6045867931988929,28,24,21,1,9,11,9,0,30,194,50,4,45,28,24,2,6,20,75,1,60,39,2,0,4,27,4,10,18,9,2,0,1,16,40,2,934,95,3,1,7,20,57,2,180,251,7,0,10,22,9,2,17,13,15,0,0,9,6,1,24,6,0,22
60,1.193798924043117,0.575609515348929,1.0442807216266483,0.6010280743376829,34,34,25,1,11,11,7,0,22,169,39,1,45,21,17,1,12,26,93,2,88,67,3,1,3,18,9,12,12,7,3,0,1,19,43,3,945,97,7,0,4,14,41,1,148,221,2,0,10,42,8,1,14,22,23,0,0,10,4,2,24,6,0,23
61,1.1968534108022983,0.5744743855493041,1.0590958456987918,0.5970739422696718,44,49,30,1,23,23,14,0,18,185,39,5,52,27,21,1,8,34,101,1,91,68,2,1,1,7,6,11,16,6,1,0,0,9,38,1,927,98,4,1,3,9,37,1,137,202,2,0,12,34,8,2,19,27,18,0,0,5,3,1,22,1,0,22
62,1.197569923273327,0.5729444279932879,1.0234503042042704,0.6144721233689205,41,63,40,1,28,30,16,0,27,196,44,4,54,34,20,2,5,19,77,2,63,40,2,0,1,12,1,11,11,6,2,0,1,13,43,2,978,118,5,0,5,10,44,1,130,214,3,0,6,12,8,1,8,8,14,0,0,7,5,1,15,2,0,23
63,1.1896191459101688,0.5742769716711085,1.0926454774622931,0.5856069592724397,29,28,24,1,8,17,12,0,35,216,40,7,68,43,23,2,9,40,113,4,119,75,5,0,1,8,2,5,9,4,1,0,1,6,28,3,869,83,2,0,6,5,39,0,173,209,2,0,5,23,9,2,12,15,17,0,0,6,7,1,29,6,0,23
64,1.2028453006830049,0.5732899022801303,1.0899104093105343,0.5769078687228153,30,26,21,1,10,12,9,0,25,174,35,3,38,20,18,1,10,54,123,4,137,82,5,1,3,20,5,10,15,6,2,0,0,12,28,2,838,71,2,1,8,13,40,0,222,242,6,0,10,27,9,2,14,16,20,0,0,6,1,1,13,3,0,22
65,1.1761474739280295,0.5804461553647221,1.0998952511569855,0.5705812574139977,39,50,28,3,15,13,9,0,17,145,28,3,42,15,15,1,2,25,83,1,70,33,4,1,0,7,1,6,2,2,0,0,0,8,33,2,824,61,1,1,16,40,72,2,291,302,11,0,12,53,15,5,26,24,22,0,0,4,2,1,17,2,0,22
66,1.1818766018537363,0.5780771888263745,1.10898817928354,0.5745353894820087,53,79,38,4,33,31,17,0,16,155,27,4,44,24,17,1,6,39,121,4,162,96,5,1,0,9,3,6,9,4,2,0,0,4,29,2,901,95,1,1,2,11,33,0,105,178,3,0,9,31,11,2,21,23,17,0,0,4,0,1,12,1,0,22
67,1.1711199444216456,0.5824202941466785,1.1825888708127774,0.56069592724397,34,30,26,1,15,16,11,0,25,176,47,4,63,28,15,2,4,15,84,2,89,46,4,0,8,46,16,11,45,25,5,0,0,3,26,1,825,63,0,1,5,18,48,1,196,248,7,0,8,34,7,2,22,19,18,0,2,10,8,1,32,7,2,22
68,1.1679000082944155,0.5825190010857764,1.1537654409417053,0.5603005140371689,33,41,26,1,15,18,7,0,12,162,42,3,68,24,14,2,8,34,104,1,158,77,6,0,2,11,5,12,17,6,2,0,0,1,23,1,839,77,0,1,8,18,42,1,138,213,1,0,23,63,19,3,35,35,32,0,0,2,1,1,17,2,0,22
69,1.1599657012637097,0.582124173329385,1.1298364280134192,0.564650059311981,65,136,55,3,64,60,21,0,5,112,22,0,27,11,11,2,6,30,102,3,112,54,5,1,1,9,1,13,8,6,1,0,0,6,31,2,869,72,3,2,4,13,42,0,185,232,6,0,5,25,9,1,14,16,15,0,0,1,0,1,8,1,0,20
70,1.156543471690592,0.5835060704767545,1.0808382032018562,0.583234480031633,39,50,27,2,12,18,16,0,19,161,26,4,31,17,12,1,16,55,142,4,201,117,11,1,0,16,2,9,10,4,3,0,0,6,26,2,888,80,1,2,5,20,34,0,118,203,6,0,6,16,4,1,10,9,12,0,1,8,1,1,17,4,1,21
71,1.150633923205627,0.5839996051722436,1.005847967333264,0.6219849742981416,33,22,24,1,12,16,10,0,31,214,47,0,56,36,19,1,7,23,95,2,83,54,4,1,3,17,5,14,12,6,4,0,1,11,42,2,963,105,5,1,3,15,41,1,130,214,2,0,8,24,7,2,15,18,18,0,0,6,1,1,16,3,0,22
72,1.1491905879484867,0.5827657684335209,1.0838151632348931,0.5856069592724397,43,47,21,1,11,16,10,0,10,123,19,0,27,10,8,1,12,53,131,3,150,97,11,1,1,39,9,15,33,8,3,0,0,4,31,2,929,101,4,1,7,23,37,0,103,199,7,0,13,39,12,1,11,17,19,0,0,4,2,1,23,4,0,22
73,1.145336652046812,0.5829138288421676,1.052357984985162,0.6113088177145116,34,25,22,2,15,12,8,0,17,167,26,0,33,16,11,1,9,37,115,3,106,62,9,0,4,22,3,14,17,7,3,0,0,7,37,2,942,97,4,1,10,30,46,0,134,233,8,0,11,26,9,1,14,18,18,0,1,18,4,1,26,7,1,23
74,1.1259565156417588,0.588145296614352,1.3321331899742768,0.5085013839462238,58,71,44,2,23,35,20,0,14,159,41,3,88,33,16,1,3,10,71,1,96,43,3,0,5,48,29,15,109,39,4,0,0,1,20,0,730,62,0,0,5,21,39,1,159,219,7,0,1,5,10,0,14,7,10,0,0,17,8,1,68,14,2,24
75,1.110922343044217,0.5913532721350311,1.119824000695752,0.5848161328588375,41,54,30,1,17,19,17,0,25,207,39,3,54,47,17,2,9,28,110,2,107,56,6,0,3,8,4,12,19,3,2,0,0,5,22,2,825,63,1,0,4,6,41,1,222,250,5,0,3,11,5,1,12,9,11,0,1,13,11,1,31,5,3,23
76,1.1305193824695583,0.5834073635376567,1.1429899849996306,0.5650454725187821,45,64,38,1,32,34,14,0,10,157,36,5,55,18,9,1,6,28,101,3,116,54,4,1,0,9,1,10,8,6,1,0,0,1,25,0,835,79,1,0,5,15,41,0,177,229,4,0,19,51,16,3,30,26,29,0,1,7,4,1,34,6,0,23
77,1.114276334159455,0.5916000394827756,1.082893484489703,0.5836298932384342,40,44,35,1,16,22,8,0,13,144,29,0,33,14,8,0,5,23,82,3,87,48,6,1,1,23,9,15,22,6,3,0,0,7,33,2,904,82,1,1,9,24,50,0,184,242,8,0,17,59,19,1,20,32,26,0,1,8,5,1,21,6,2,23
78,1.1136593617393709,0.593080643569243,1.100290311012121,0.56069592724397,43,60,33,2,16,21,15,0,23,179,30,6,49,31,18,2,11,40,123,3,138,72,9,0,0,12,1,8,6,4,1,0,0,4,21,1,761,44,1,0,4,14,47,0,289,268,5,0,4,14,4,2,9,8,13,0,1,9,3,1,19,4,0,23
79,1.0982881072607484,0.5949560754121015,1.0963328477538778,0.5741399762752076,53,66,32,1,21,26,14,0,3,124,22,0,38,9,7,5,12,39,124,4,143,86,8,1,0,14,2,16,12,10,2,0,0,6,28,0,865,75,0,3,4,19,44,0,181,227,4,0,14,63,10,2,21,19,27,0,0,1,0,0,6,0,0,16
80,1.103579849919613,0.5956470239857862,1.075914369490235,0.5705812574139977,31,23,21,1,12,18,4,0,24,171,28,0,40,22,16,0,8,29,97,1,81,51,6,1,2,23,4,15,15,4,1,0,0,6,28,1,804,54,0,0,8,25,56,2,281,270,4,0,12,47,23,2,30,27,31,0,1,8,5,1,24,6,0,24
81,1.0818011972513784,0.5984108182805251,1.016685211476411,0.6037959667852907,44,38,24,1,11,14,7,0,13,174,29,0,36,21,13,1,4,29,93,2,82,47,4,1,0,6,2,12,5,4,1,0,0,11,32,3,882,71,2,2,12,27,65,1,243,275,8,0,12,43,17,2,18,19,26,0,1,4,0,2,10,1,1,21
82,1.0888463594920308,0.594659954594808,1.0438617280533058,0.6022143139580862,46,46,38,1,21,21,13,0,12,164,22,3,43,16,14,1,7,27,103,3,90,52,5,1,4,14,1,11,11,3,1,0,0,8,37,1,895,84,1,1,9,23,49,0,196,260,5,0,7,40,11,3,13,12,22,0,1,10,1,1,18,4,1,22
83,1.0920420701759563,0.5986575856282697,1.0648829847004908,0.6045867931988929,48,54,29,1,15,26,12,0,18,177,32,0,49,22,15,0,9,35,115,3,98,59,8,0,0,9,5,16,10,7,3,0,0,8,32,2,894,78,3,0,6,25,44,0,178,239,4,0,4,13,3,0,11,11,15,0,1,11,2,1,32,10,2,25
84,1.0729950840517182,0.6019149146184977,1.0612098512410255,0.5923289837880585,52,59,43,2,22,26,17,0,17,192,24,2,50,28,17,1,3,22,103,2,94,53,1,1,1,10,2,12,8,4,2,0,0,2,29,1,840,65,2,0,6,23,46,1,232,261,8,0,6,19,12,2,16,14,15,0,1,5,3,1,25,1,0,23
85,1.0886720948376505,0.5994472411410522,1.029033738395038,0.620007908264136,46,43,37,1,21,33,13,0,18,198,39,4,47,34,14,2,7,22,96,3,91,52,5,0,1,9,3,13,18,3,0,0,0,9,36,1,960,97,3,1,2,7,39,0,118,208,1,0,11,37,9,0,15,22,25,0,1,7,3,1,17,3,1,22
86,1.0482906422367009,0.6014213799230086,1.064145664910216,0.5899565045472519,49,64,33,1,31,28,13,0,15,162,21,3,42,17,14,1,11,39,119,3,98,60,7,1,2,10,3,13,15,8,1,0,0,7,29,0,851,70,4,0,6,26,45,0,215,259,5,0,3,16,8,2,12,7,16,0,0,8,4,1,23,3,2,23
87,1.0696860724776416,0.6000394827756391,1.1590702652344949,0.56425464610518,53,83,48,3,40,42,19,0,17,171,32,5,50,38,15,2,7,28,115,2,171,74,6,0,0,10,4,10,20,8,2,0,0,4,22,1,840,73,0,1,2,3,29,0,131,196,0,0,6,25,7,1,10,19,20,0,1,8,5,1,25,2,0,22
88,1.0544893620292122,0.6045800019741387,1.0173295965103728,0.5998418347172796,48,63,27,2,18,29,15,0,16,184,30,2,37,23,16,3,10,31,111,3,105,51,8,0,2,16,7,14,20,9,3,2,0,8,35,1,878,81,1,0,5,19,43,1,194,249,5,0,4,7,6,0,13,9,13,0,1,4,3,0,22,1,1,20
89,1.0542452502799005,0.604481295035041,1.088292854773628,0.5947014630288652,44,47,31,2,22,24,13,0,22,213,44,4,66,38,24,1,8,29,109,2,147,72,2,1,2,9,4,10,15,5,1,0,0,1,27,1,866,74,0,0,4,13,35,1,135,218,1,0,5,16,12,2,18,19,21,0,1,4,0,1,18,2,0,23
90,1.0521057638508018,0.6079360379034646,1.0527399574992342,0.6065638592328984,41,35,28,1,12,18,14,0,21,218,31,5,59,32,17,3,12,30,129,3,173,83,5,0,2,7,1,11,10,4,1,0,0,1,24,1,876,76,2,1,5,22,41,0,124,222,6,0,4,15,5,1,13,12,16,0,1,4,3,1,20,5,1,21
91,1.0467978315472943,0.6064554338169973,1.0510998523446848,0.6156583629893239,43,34,36,1,24,31,10,0,27,214,43,4,71,42,19,1,3,16,81,1,55,35,1,0,3,11,7,12,17,6,3,0,0,4,34,2,942,91,1,0,3,17,44,1,117,216,2,0,6,25,13,1,26,19,25,0,1,11,4,1,35,12,1,24
92,1.027839321478747,0.6111933668936926,1.0576729859916305,0.5931198102016607,52,57,46,2,25,35,16,0,14,177,26,0,40,26,16,2,5,20,95,3,87,55,7,0,4,24,3,15,18,5,1,0,0,9,31,1,868,66,1,1,4,22,50,0,218,254,2,0,6,13,9,1,9,8,17,0,1,10,2,1,22,3,2,22
93,1.0314712795520768,0.6076892705557201,1.0457708296222783,0.5915381573744563,51,64,38,1,30,35,14,0,14,180,25,0,63,30,12,2,7,25,110,4,103,64,6,0,0,8,2,13,14,3,0,0,0,2,31,2,886,90,1,0,4,17,43,0,150,210,5,0,9,32,12,2,24,16,23,0,1,4,1,1,17,4,1,23
94,1.0191898995488455,0.6118349619978285,1.0204933448504994,0.608936338473705,41,42,34,1,14,22,10,0,21,210,31,1,46,29,15,1,8,23,104,3,87,52,4,0,3,15,7,12,22,7,2,0,0,2,29,2,884,79,4,1,6,17,48,1,201,243,3,0,6,19,9,2,17,18,23,0,1,4,0,1,16,2,1,23
95,1.0136148955365205,0.6145494028230185,1.0295775824485325,0.605377619612495,46,50,26,1,16,17,7,0,10,158,24,2,35,19,10,0,11,36,118,2,97,60,9,1,3,16,2,13,18,9,1,0,0,5,30,1,891,76,2,0,7,21,49,1,197,253,5,0,8,40,11,2,16,16,28,0,1,6,2,1,17,2,0,24
96,1.010853101224422,0.6162274207876813,1.122179978148284,0.5626729932779755,55,63,39,1,31,36,16,0,12,191,30,4,53,25,17,2,6,21,102,1,93,46,1,0,4,9,7,14,21,6,2,0,0,4,23,0,747,45,0,1,5,19,48,2,293,271,4,0,4,15,11,1,24,19,21,0,0,10,2,0,25,4,1,22
97,1.0069504457945744,0.6162274207876813,1.1266190236800389,0.5701858442071965,31,36,27,1,13,17,3,0,15,175,41,3,70,36,11,2,3,12,76,3,70,36,1,0,2,8,1,11,13,4,0,0,0,3,28,2,877,85,0,0,2,11,37,0,143,204,1,0,32,84,49,3,77,65,45,0,1,3,3,0,24,5,1,23
98,1.0048482394938572,0.6129700917974533,1.0505860352385297,0.5994464215104784,42,39,27,1,15,16,11,0,19,184,26,0,43,27,12,1,8,19,105,3,82,42,7,0,2,19,7,15,17,6,1,0,0,5,29,1,840,61,0,1,9,31,56,1,247,282,5,0,5,27,11,2,25,18,25,0,1,8,1,0,18,0,1,23
99,0.9931075860900735,0.6155858256835456,1.0747104393942124,0.5915381573744563,60,73,47,2,25,28,16,0,11,181,23,1,47,20,18,2,8,30,105,5,126,62,6,0,0,9,5,13,12,4,1,0,0,4,26,1,830,58,0,0,4,25,49,0,218,273,10,0,2,6,7,0,12,6,11,0,1,4,0,1,17,1,0,23
100,0.9961065867612938,0.6202250518211431,1.0389115286791404,0.605377619612495,37,26,27,0,17,25,9,0,24,202,33,3,54,24,14,2,8,27,108,3,106,69,5,0,4,27,8,12,21,12,3,0,0,2,34,2,904,78,2,2,3,13,40,0,159,226,7,0,9,30,12,2,15,17,21,0,1,5,0,1,11,1,1,21
101,0.9835227115017066,0.6201263448820452,1.0391133165081978,0.6041913799920917,48,41,34,1,16,31,10,0,16,156,19,0,24,18,11,2,11,42,137,3,144,79,10,0,3,32,4,17,23,12,4,0,0,10,29,1,904,76,2,2,4,21,31,0,157,225,4,0,3,27,8,1,10,10,20,0,1,3,0,0,9,1,1,21
102,0.9796558458870273,0.6145494028230185,1.0461235106854558,0.5970739422696718,47,56,32,1,17,27,13,0,13,162,21,3,31,21,10,2,11,34,133,3,140,80,7,0,3,17,3,12,10,7,3,0,0,5,28,1,877,67,1,2,5,24,35,0,185,236,5,0,6,28,10,2,13,13,22,0,1,6,0,1,14,1,1,21
103,0.9739099627256088,0.6236304412200178,1.0849268959563398,0.6037959667852907,43,40,39,1,16,25,8,0,16,183,32,5,65,36,14,3,2,10,77,3,48,27,0,0,3,15,4,10,13,4,1,0,0,3,32,1,919,81,0,0,7,25,45,0,149,238,3,0,14,52,33,2,57,39,35,0,1,4,0,1,20,2,1,22
104,0.9706948947993568,0.6273813049057348,1.0980818221907505,0.5852115460656386,39,44,32,1,16,27,10,0,23,196,25,2,56,26,10,2,8,19,122,4,147,68,5,0,1,6,1,12,5,3,1,0,0,2,22,1,806,53,3,1,5,26,47,0,216,256,5,0,9,35,13,2,29,18,27,0,1,4,0,1,12,1,1,22
105,0.9721928654412694,0.6209160003948277,1.0132634928398432,0.6255436931593515,43,32,22,1,12,19,6,0,18,185,24,4,40,33,14,2,7,30,114,3,95,54,4,0,1,3,2,9,4,2,1,0,0,8,35,1,947,94,2,2,3,13,44,1,151,230,2,0,13,53,21,3,23,18,33,0,1,8,0,1,15,2,0,21
106,0.9702792847371856,0.6244200967328003,0.9698023052198224,0.6362198497429814,44,62,32,1,10,21,18,0,17,187,26,4,44,30,13,2,13,22,107,3,64,44,6,0,1,14,1,11,6,4,2,0,1,11,40,2,982,97,3,3,8,27,50,1,163,249,10,0,1,7,6,1,10,6,9,0,1,2,0,0,8,1,1,20
107,0.9469048070738152,0.6287632020531043,1.0570524843562852,0.6010280743376829,50,52,33,1,16,29,9,0,10,164,27,3,38,18,9,2,3,9,74,0,43,18,1,0,4,6,3,10,9,4,1,0,0,5,34,3,887,71,1,0,10,36,59,2,218,280,8,0,8,48,29,3,48,27,32,0,1,12,3,1,28,5,1,23
108,0.9591392382513134,0.6252591057151318,1.0029706535732006,0.6207987346777383,43,52,33,0,17,30,13,0,13,185,26,4,49,25,13,2,14,26,121,4,97,58,5,0,2,8,3,11,9,3,1,0,0,7,30,2,939,84,2,2,6,22,36,0,148,229,6,0,7,23,12,1,16,14,21,0,1,9,1,1,12,9,1,21
109,0.9436566084373292,0.6273813049057348,0.9746964158465996,0.6401739818109925,40,37,29,1,8,18,12,0,21,226,34,6,65,27,20,2,13,26,116,2,89,56,5,0,1,7,2,10,4,3,0,0,0,4,28,1,933,82,4,2,7,16,46,1,165,258,6,0,3,13,7,2,11,8,15,0,1,3,0,0,12,0,0,21
110,0.9394395729829688,0.6293554436876913,1.04633502254963,0.6101225780941083,45,51,35,1,15,27,9,0,18,197,31,4,72,31,11,1,2,15,87,1,74,40,2,0,3,4,7,11,8,4,3,0,0,1,30,1,909,78,0,1,8,20,49,2,156,240,5,0,9,37,22,2,37,29,31,0,1,7,1,1,16,3,1,23
111,0.936860982504052,0.6275293653143816,1.1036388765977818,0.5820482404112297,41,31,21,1,7,14,7,0,20,203,37,3,65,30,21,1,11,26,127,3,136,68,6,0,2,16,5,13,15,5,2,0,0,0,23,1,778,47,0,0,9,32,41,0,240,269,8,0,2,9,7,1,20,13,17,0,1,15,1,1,26,6,1,24
112,0.9241682774292708,0.6308360477741585,0.9631674062300836,0.638592328983788,45,36,32,1,8,25,12,0,18,216,27,1,39,34,16,2,10,29,118,3,96,63,6,0,3,8,6,15,13,5,4,0,0,16,39,1,959,94,4,2,5,8,34,0,152,223,1,0,4,12,5,1,6,7,18,0,1,7,1,1,14,1,1,21
113,0.921390050120726,0.6291580298094956,0.9997388094749424,0.6113088177145116,53,46,39,1,16,29,11,0,15,189,34,1,45,30,16,2,5,15,86,2,53,33,2,0,3,13,5,12,12,5,3,0,0,11,33,3,890,71,2,1,3,21,54,1,243,274,7,0,6,28,10,2,10,8,20,0,1,9,1,1,18,2,1,22
114,0.9258258008448584,0.6297502714440825,1.0318024571408315,0.605377619612495,56,55,33,1,18,31,8,0,8,176,22,7,44,21,18,1,10,32,132,5,131,76,10,0,3,9,1,7,7,3,0,0,0,5,29,1,879,70,1,2,5,27,38,0,175,237,3,0,3,19,6,1,13,12,22,0,1,9,1,1,20,2,0,22
115,0.9203768124315396,0.6299476853222782,1.0448424644540286,0.6041913799920917,55,57,32,1,14,29,14,0,7,162,22,2,40,16,13,2,9,27,123,3,118,65,2,0,2,20,6,15,16,6,3,0,0,4,28,1,869,63,0,0,6,31,39,0,194,257,6,0,7,25,11,1,20,16,24,0,0,6,1,0,16,0,0,23
